buyer_week_before,clicked_buy_before,country,existing_buyer,made_purchase_before,saw_cart_before,spend_usd_next_14_days,user_added_credit_card,user_added_dcb,user_added_fop,user_added_gift_card,user_added_paypal,user_id,visit_before
1,1,ID,1,1,1,0.901753,0,1,1,0,0,1.30E+19,1
8,1,SA,1,1,1,32.234376,0,1,1,0,0,8.91E+18,1
0,0,US,1,0,1,3.99,1,0,1,0,0,7.89E+18,1
1,1,,1,1,1,0.99,0,0,1,1,0,1.06E+19,1
0,1,US,1,1,1,39.97,1,0,1,0,0,1.25E+19,1
1,1,IT,1,1,1,7.361803,1,0,1,0,0,7.40E+18,1
0,1,BR,1,1,1,1.108424,1,0,1,1,0,4.11E+18,1
7,1,ID,1,1,1,11.274898,0,1,1,0,0,1.61E+19,1
0,1,MX,1,1,1,10.65939,1,0,1,1,0,3.72E+18,1
0,1,GB,1,1,1,89.7581,1,0,1,0,0,5.31E+18,1
5,1,JP,1,1,1,9.254435,0,1,1,0,0,7.93E+18,1
6,1,BR,1,1,1,1.695056,1,0,1,0,0,4.77E+18,1
4,1,MX,1,1,1,50.839619,1,0,1,0,1,1.06E+19,1
1,1,FR,1,1,1,26.183898,1,0,1,0,0,1.34E+19,1
3,1,DE,1,1,1,12.331107,1,0,1,1,0,7.99E+18,1
3,1,JP,1,1,1,8.984888,0,1,1,1,0,8.63E+18,1
0,1,US,1,0,1,0.99,1,0,1,0,0,5.29E+18,1
7,1,JP,1,1,1,108.953931,0,1,1,1,0,1.39E+19,1
6,1,IN,1,1,1,29.972725,1,0,1,0,0,1.53E+19,1
0,1,US,1,0,1,0.49,1,0,1,1,0,1.04E+19,1
2,1,JP,1,1,1,3.234559,0,0,1,1,0,8.35E+17,1
4,1,IN,1,1,1,32.293822,1,1,1,0,0,3.37E+18,1
0,1,US,1,1,1,10.98,1,0,1,0,1,3.41E+18,1
0,0,US,1,0,1,1.07,0,0,1,0,1,4.88E+18,1
3,1,BR,1,1,1,4.936966,1,0,1,0,0,1.53E+19,1
4,1,TW,1,1,1,11.623042,0,1,1,0,0,1.74E+19,1
2,1,ID,1,1,1,8.875948,0,1,1,0,0,8.54E+18,1
0,0,US,1,0,1,14.99,1,0,1,0,0,1.30E+19,1
1,1,UA,1,1,1,84.407038,1,0,1,0,0,1.35E+19,1
0,0,US,1,0,1,5.98,0,0,1,0,1,1.48E+19,1
4,1,SA,1,1,1,50.463794,0,1,1,0,0,1.47E+19,1
5,1,CH,1,1,1,265.652629,0,1,1,1,0,1.06E+19,1
4,1,GB,1,1,1,6.426011,1,0,1,0,0,1.71E+19,1
3,1,KR,1,1,1,45.213769,1,1,1,0,0,1.04E+19,1
1,1,JP,1,1,1,21.639848,1,1,1,0,0,1.04E+19,1
0,1,US,1,0,1,3.99,1,0,1,0,0,6.90E+18,1
6,1,ZA,1,1,1,6.976853,1,0,1,0,0,5.60E+18,1
4,1,KR,1,1,1,4.412577,0,1,1,0,0,1.38E+19,1
0,1,US,0,0,1,8.98,1,0,1,0,0,4.29E+18,1
7,1,TH,1,1,1,11.332207,0,1,1,0,0,1.61E+19,1
2,1,JP,1,1,1,4.312745,1,1,1,0,0,9.49E+18,1
6,1,TR,1,1,1,5.107642,1,0,1,0,0,1.01E+19,1
2,1,KR,1,1,1,3.912059,0,1,1,0,0,1.79E+19,1
1,1,TH,1,1,1,1.809255,0,1,1,0,0,1.99E+18,1
2,1,RU,1,1,1,37.039809,1,1,1,0,0,7.07E+18,1
4,1,JP,1,1,1,102.427731,0,1,1,0,0,3.88E+18,1
2,1,AT,1,1,1,1.110809,0,1,1,0,0,1.64E+19,1
3,1,KR,1,1,1,10.695726,1,1,1,1,0,1.47E+19,1
5,1,KR,1,1,1,18.33791,0,1,1,0,0,1.18E+19,1
6,1,FR,1,1,1,140.080545,1,1,1,0,1,2.28E+17,1
6,1,JP,1,1,1,267.883822,0,1,1,1,0,1.66E+19,1
3,1,JP,1,1,1,56.099758,0,1,1,1,0,1.03E+19,1
7,1,IT,1,1,1,20.176952,0,1,1,0,1,2.29E+18,1
2,1,SA,1,1,1,7.727751,0,1,1,0,0,1.36E+19,1
5,1,JP,1,1,1,34.389587,1,1,1,1,0,8.32E+18,1
8,1,KR,1,1,1,29.368596,0,1,1,0,0,3.46E+18,1
2,1,BR,1,0,1,0.901685,1,0,1,0,0,1.31E+19,1
0,1,US,0,0,1,2.97,1,0,1,0,0,3.10E+17,1
4,1,BE,1,1,1,134.690546,0,1,1,1,0,6.40E+18,1
0,0,US,1,0,1,7.98,1,0,1,1,0,6.19E+18,1
0,1,US,1,0,1,0.99,1,0,1,0,0,1.27E+19,1
0,1,US,1,1,1,1.98,1,0,1,1,0,1.59E+19,1
0,1,US,1,1,1,29.93,0,1,1,0,0,1.56E+19,1
5,1,JP,1,1,1,24.891428,0,1,1,0,0,1.83E+19,1
0,0,US,1,0,1,9.99,0,1,1,0,0,1.03E+19,1
5,1,BR,1,1,1,12.347048,1,0,1,0,0,1.58E+18,1
8,1,JP,1,1,1,21.31577,0,1,1,1,0,1.54E+19,1
0,1,JP,1,1,1,13.074451,0,1,1,1,0,2.37E+18,1
2,0,ID,1,0,1,0.903203,0,1,1,0,0,1.29E+19,1
0,1,US,1,1,1,126.96,1,0,1,0,0,1.91E+18,1
5,1,JP,1,1,1,193.582789,0,0,1,1,0,1.34E+19,1
8,1,PL,1,1,1,38.486897,1,1,1,0,0,6.75E+18,1
3,1,AU,1,1,1,49.665565,1,0,1,0,0,1.93E+18,1
0,1,US,0,0,1,29.99,1,0,1,0,0,1.04E+19,1
0,1,US,1,1,1,8.98,1,0,1,0,0,6.41E+17,1
0,1,US,1,1,1,11.73,1,0,1,0,0,1.08E+18,1
4,1,KR,1,1,1,1.956029,0,1,1,1,0,1.56E+19,1
3,1,KR,1,1,1,4.902863,1,1,1,0,0,7.48E+18,1
7,1,DE,1,1,1,21.242549,0,1,1,0,1,1.36E+19,1
7,1,JP,1,1,1,20.232689,0,0,1,1,0,9.54E+18,1
2,1,JP,1,1,1,58.539706,1,1,1,1,0,5.87E+17,1
0,1,US,1,1,1,18.99,1,0,1,0,0,9.36E+17,1
0,1,US,1,1,1,5.29,1,0,1,0,0,1.43E+19,1
0,1,US,1,1,1,6.98,1,0,1,1,0,1.81E+19,1
5,1,JP,1,1,1,13.331922,0,1,1,0,0,5.74E+18,1
6,1,JP,1,1,1,95.144482,0,0,1,1,0,4.74E+18,1
3,1,MY,1,1,1,19.693392,1,1,1,0,0,1.82E+19,1
0,1,US,1,1,1,11.96,1,1,1,0,0,1.35E+19,1
0,0,US,1,0,1,5.99,1,0,1,0,0,7.90E+18,1
6,1,JP,1,1,1,179.38795,0,1,1,1,0,7.60E+18,1
7,1,TW,1,1,1,297.811491,1,1,1,0,0,4.61E+18,1
5,1,TH,1,1,1,4.044463,0,1,1,0,0,4.04E+18,1
0,1,US,1,0,1,9.99,1,1,1,0,0,1.57E+19,1
0,0,US,1,0,0,23.99,1,0,1,0,0,5.03E+18,1
4,1,JP,1,1,1,37.736532,1,1,1,1,0,9.42E+18,1
0,1,US,1,0,1,34.9,1,0,1,0,0,7.45E+18,1
2,1,BR,1,1,1,10.791547,1,0,1,1,0,1.45E+19,1
7,1,KR,1,1,1,32.359218,1,1,1,0,0,2.17E+18,1
3,1,ID,1,1,1,2.030343,0,1,1,0,0,2.96E+18,1
3,1,JP,1,1,1,7.573391,0,1,1,0,0,1.80E+19,1
1,1,NL,1,1,1,1.223012,0,1,1,0,0,1.11E+19,1
1,1,JP,1,1,1,4.336844,0,1,1,0,0,9.35E+18,1
2,1,,1,1,1,13.367054,1,0,1,0,0,8.82E+17,1
0,1,US,1,0,1,0.99,1,0,1,1,0,7.71E+18,1
4,1,KR,1,1,1,0.293813,0,0,1,1,0,6.73E+18,1
1,1,KR,1,1,1,1.96,1,0,1,0,0,1.35E+18,1
3,1,ES,1,1,1,2.241462,0,0,1,1,0,1.29E+19,1
7,1,GB,1,1,1,48.447316,1,1,1,1,0,4.28E+18,1
3,1,RU,1,1,1,2.992811,1,0,1,0,0,1.69E+19,1
4,1,JP,1,1,1,646.193711,1,1,1,0,0,6.74E+17,1
5,1,DE,1,1,1,134.408046,1,0,1,1,0,1.30E+19,1
0,1,US,1,1,1,10.64,1,0,1,0,0,1.54E+19,1
2,1,JP,1,1,1,17.969777,0,1,1,0,0,9.67E+18,1
4,1,FI,1,1,1,19.063286,1,0,1,0,0,5.77E+18,1
1,1,GB,1,1,1,3.850455,1,1,1,1,1,1.12E+19,1
1,1,JP,1,1,1,122.517908,0,1,1,0,0,1.18E+18,1
8,1,RU,1,1,1,116.679366,1,0,1,0,0,6.74E+18,1
3,1,JP,1,1,1,5.390933,0,1,1,1,0,1.35E+19,1
3,1,RU,1,1,1,15.680153,1,0,1,0,0,1.67E+19,1
8,1,DE,1,1,1,28.100319,0,1,1,0,0,4.53E+18,1
2,1,TH,1,1,1,1.026123,0,1,1,0,0,6.69E+18,1
0,0,,1,0,1,16.97,0,0,1,0,1,1.45E+19,1
0,1,US,1,1,1,12.97,1,0,1,0,0,1.10E+19,1
1,1,FI,1,1,1,12.331107,0,1,1,1,0,1.15E+19,1
6,1,ID,1,1,1,75.272839,0,1,1,0,0,1.37E+19,1
0,1,US,1,1,1,18.17,1,0,1,0,0,1.02E+19,1
0,0,US,0,0,1,9.99,0,1,1,0,0,1.66E+18,1
3,1,NO,1,1,1,35.49835,1,0,1,0,0,1.27E+19,1
3,1,MX,1,1,1,10.688081,1,0,1,0,0,4.34E+18,1
0,0,AT,0,0,1,98.062583,0,1,1,0,0,1.30E+19,1
3,1,,1,1,1,11.98,1,0,1,0,1,8.47E+18,1
6,1,CZ,1,1,1,19.099424,1,0,1,0,0,9.83E+18,1
0,1,US,1,1,1,12.71,1,1,1,0,0,7.61E+18,1
0,1,US,1,1,1,9.99,1,0,1,0,0,3.43E+18,1
0,0,US,1,0,1,15.99,1,0,1,0,1,2.36E+18,1
1,1,TW,1,1,1,0.995575,1,0,1,0,0,5.58E+18,1
1,1,FR,1,1,1,6.159943,1,0,1,0,0,1.19E+19,1
0,1,US,1,1,1,5.99,1,0,1,1,0,1.36E+18,1
7,1,IT,1,1,1,19.141591,0,1,1,0,0,6.31E+18,1
4,1,DE,1,1,1,127.068339,0,1,1,1,0,6.70E+18,1
0,1,MY,1,0,1,19.727195,1,0,1,0,0,6.30E+18,1
0,1,US,0,0,1,2.99,1,0,1,0,0,1.63E+19,1
5,1,JP,1,1,1,5.769353,0,1,1,0,0,1.70E+19,1
2,1,ES,1,1,1,4.348238,1,1,1,0,0,3.75E+18,1
5,1,JP,1,1,1,389.94417,0,1,1,1,0,1.79E+19,1
2,1,IT,1,1,1,4.892048,0,1,1,0,0,1.64E+19,1
8,1,TW,1,1,1,45.67594,0,1,1,0,0,1.38E+19,1
5,1,JP,1,1,1,63.590164,0,0,1,1,0,9.20E+18,1
3,1,KR,1,1,1,12.74,1,1,1,0,0,5.05E+18,1
0,0,KR,1,0,1,4.902863,0,1,1,0,0,3.74E+18,1
0,0,DE,1,0,1,1.110809,1,0,1,1,0,1.33E+19,1
1,1,MY,1,1,1,0.911129,1,1,1,0,0,1.16E+19,1
1,1,IT,1,1,1,3.354869,0,1,1,0,0,1.80E+19,1
0,0,US,1,0,1,1.99,1,0,1,1,1,1.26E+19,1
5,1,TH,1,1,1,1.02749,1,1,1,0,0,1.12E+19,1
7,1,JP,1,1,1,13.08486,0,1,1,1,0,5.05E+18,1
5,1,JP,1,1,1,382.936993,0,1,1,1,0,5.03E+18,1
0,0,US,1,0,1,9.96,1,0,1,1,0,1.34E+19,1
0,1,US,1,1,1,1.98,1,0,1,1,0,1.02E+18,1
0,1,US,1,1,1,1.99,1,0,1,0,0,1.55E+19,1
7,1,JP,1,1,1,307.662905,0,1,1,1,0,1.67E+19,1
1,1,ES,1,1,1,1.452495,1,1,1,0,0,1.73E+19,1
0,1,US,1,0,1,0.99,0,0,1,1,0,1.58E+19,1
0,0,US,1,0,1,4.99,1,0,1,0,1,1.63E+19,1
0,1,ES,1,1,1,0.337046,1,0,1,1,1,9.35E+18,1
0,1,US,1,0,1,6.99,1,0,1,0,0,7.26E+18,1
0,0,US,1,0,1,11.97,1,0,1,0,0,5.05E+18,1
0,1,US,1,1,1,5.99,1,0,1,0,0,1.83E+18,1
0,1,US,1,0,1,2.99,1,1,1,0,0,6.00E+18,1
4,1,TW,1,1,1,48.140801,0,1,1,0,0,1.27E+19,1
3,1,GB,1,1,1,14.607267,1,1,1,0,0,5.83E+17,1
1,1,RU,1,1,1,5.142933,0,1,1,0,0,1.04E+19,1
2,1,JP,1,1,1,46.12038,0,1,1,1,0,1.48E+19,1
3,1,FR,1,1,1,5.554045,0,1,1,0,0,8.69E+18,1
6,1,JP,1,1,1,21.621001,0,1,1,0,0,1.50E+19,1
4,1,JP,1,1,1,25.517083,0,0,1,1,0,5.48E+18,1
6,1,AU,1,1,1,159.895957,1,0,1,0,0,1.48E+19,1
5,1,CH,1,1,1,12.306732,0,1,1,0,0,2.00E+18,1
0,1,US,1,0,1,4.47,1,0,1,0,0,1.84E+19,1
5,1,DE,1,1,1,78.494477,0,1,1,0,0,3.53E+18,1
8,1,ES,1,1,1,67.169903,1,1,1,0,0,9.68E+18,1
8,1,KR,1,1,1,311.18315,1,1,1,1,0,5.86E+17,1
8,1,JP,1,1,1,83.75806,0,1,1,0,0,2.84E+18,1
8,1,NZ,1,1,1,49.709311,1,0,1,0,0,1.76E+19,1
1,1,RU,1,1,1,11.098729,1,1,1,0,0,1.08E+19,1
8,1,GB,1,1,1,1.260556,1,0,1,0,0,4.53E+18,1
0,1,KR,0,0,1,9.777843,0,1,1,0,0,1.60E+19,1
0,1,IT,1,0,1,13.043712,0,1,1,0,0,7.24E+18,1
2,1,IT,1,1,1,2.442618,1,0,1,0,0,7.93E+18,1
2,1,JP,1,1,1,21.677881,0,1,1,0,0,1.02E+19,1
4,1,JP,1,1,1,44.924443,0,1,1,1,0,1.18E+19,1
7,1,MY,1,1,1,0.315707,0,1,1,0,0,1.13E+19,1
0,1,BG,1,0,1,5.157414,1,0,1,0,0,6.85E+18,1
0,1,US,1,1,1,2.99,0,0,1,1,0,1.36E+19,1
0,1,US,1,1,1,1.98,1,0,1,0,1,1.16E+19,1
1,1,GB,1,1,1,5.890673,1,1,1,0,1,1.44E+19,1
6,1,GB,1,1,1,10.198876,1,0,1,0,0,1.16E+19,1
8,1,SA,1,1,1,39.896435,1,1,1,0,0,1.57E+19,1
2,1,JP,1,1,1,21.697852,0,1,1,0,0,1.15E+19,1
5,1,JP,1,1,1,67.638656,1,1,1,0,0,1.44E+19,1
2,1,TR,1,1,1,130.030067,1,0,1,0,0,2.53E+17,1
0,1,US,1,0,1,34.94,1,1,1,0,0,1.27E+17,1
0,1,KR,1,1,1,12.180396,0,0,1,1,0,5.80E+18,1
4,1,ID,1,1,1,9.024639,1,1,1,0,0,1.18E+19,1
0,1,US,1,1,1,0.99,1,0,1,1,0,8.55E+18,1
7,1,JP,1,1,1,784.087942,1,1,1,1,0,5.00E+18,1
7,1,RU,1,1,1,75.453913,1,1,1,0,0,9.35E+18,1
0,1,US,1,0,1,2.97,1,0,1,0,0,3.43E+18,1
6,1,JP,1,1,1,144.32094,1,1,1,1,0,4.92E+18,1
8,1,JP,1,1,1,3.285639,0,1,1,1,0,1.23E+18,1
0,1,US,1,1,1,0.99,0,0,1,1,0,1.10E+19,1
2,1,MY,1,1,1,4.689269,1,0,1,0,0,1.40E+19,1
4,1,JP,1,1,1,88.05191,1,1,1,0,0,1.80E+19,1
0,1,RU,1,0,1,1.938252,0,1,1,0,0,4.33E+18,1
0,0,US,1,0,1,0.49,0,0,1,0,1,1.41E+19,1
1,1,BR,1,1,1,1.846344,1,0,1,0,0,6.83E+18,1
6,1,KR,1,1,1,264.139199,1,0,1,0,0,1.66E+19,1
8,1,BR,1,1,1,15.592416,1,0,1,1,0,3.73E+18,1
4,1,KR,1,1,1,52.460635,0,0,1,1,0,1.31E+19,1
0,1,US,1,1,1,12.95,1,0,1,0,0,6.40E+18,1
3,1,,1,1,1,1.223012,0,0,1,1,0,7.74E+18,1
6,1,KR,1,1,1,32.346228,0,1,1,0,0,9.63E+18,1
7,1,MY,1,1,1,2.69,1,0,1,0,0,1.17E+19,1
0,1,US,1,1,1,10.9,1,1,1,1,1,8.86E+18,1
0,0,US,1,0,1,19.99,1,0,1,0,0,1.62E+19,1
0,1,US,1,0,1,2.99,0,1,1,0,0,1.56E+19,1
0,0,US,1,0,0,2.99,1,0,1,1,0,9.28E+18,1
7,1,FR,1,1,1,38.554265,1,0,1,0,0,5.67E+18,1
3,1,ID,1,1,1,5.633379,1,1,1,0,0,1.74E+19,1
2,1,PT,1,1,1,4.885238,1,0,1,0,0,2.56E+18,1
2,1,TH,1,1,1,19.290347,0,1,1,0,0,1.80E+18,1
3,1,JP,1,1,1,30.397886,0,1,1,0,0,1.55E+19,1
0,1,US,1,1,1,28,1,0,1,0,0,7.11E+18,1
0,0,US,1,0,1,0.99,1,0,1,0,0,9.08E+18,1
1,1,RU,1,1,1,5.278819,0,1,1,0,0,1.44E+19,1
0,1,US,1,1,1,27.96,1,0,1,0,0,7.07E+18,1
0,0,US,1,0,1,19.99,1,0,1,0,0,9.19E+18,1
0,1,US,1,1,1,3.99,1,0,1,1,0,4.13E+18,1
2,1,KR,1,1,1,12.746517,0,0,1,1,0,1.02E+19,1
0,1,US,1,1,1,3,0,0,1,1,0,1.32E+19,1
1,1,ID,1,1,1,1.35263,0,1,1,0,0,1.63E+19,1
0,0,US,1,0,1,1.98,0,0,1,0,1,4.35E+18,1
7,1,LV,1,1,1,6.03322,1,0,1,0,0,6.25E+18,1
6,1,JP,1,1,1,228.259695,0,1,1,1,0,9.39E+18,1
0,1,US,1,1,1,3.24,1,0,1,0,0,1.28E+19,1
5,1,JP,1,1,1,54.584008,0,0,1,1,0,4.22E+18,1
6,1,DE,1,1,1,45.958178,0,0,1,1,1,1.48E+19,1
0,0,US,0,0,1,2.99,1,0,1,1,0,1.29E+19,1
6,1,DE,1,1,1,157.136506,0,1,1,1,1,6.16E+18,1
5,1,DE,1,1,1,13.649686,0,1,1,1,1,8.88E+18,1
0,0,US,1,0,1,4.99,0,0,1,1,0,1.14E+19,1
8,1,ZA,1,1,1,141.704035,1,0,1,0,0,1.19E+19,1
6,1,FR,1,1,1,389.446911,1,0,1,0,0,8.16E+18,1
4,1,TH,1,1,1,5.795324,0,1,1,0,0,4.71E+18,1
0,0,US,0,0,1,0.99,0,0,1,1,0,1.16E+19,1
2,1,ID,1,1,1,1.9538,0,1,1,0,0,1.69E+19,1
4,1,KR,1,1,1,4.314519,1,1,1,0,0,1.60E+19,1
2,1,PE,1,1,1,11.126475,1,0,1,0,0,1.50E+19,1
1,1,PL,1,1,1,7.202108,1,1,1,0,0,1.61E+19,1
8,1,GB,1,1,1,10.218658,1,0,1,0,1,9.35E+18,1
3,1,IT,1,1,1,6.159943,0,1,1,0,0,1.27E+19,1
6,1,JP,1,1,1,623.11049,1,0,1,1,0,1.47E+18,1
5,1,RU,1,1,1,13.331662,1,0,1,0,0,1.36E+19,1
5,1,JP,1,1,1,313.385784,0,1,1,0,0,1.70E+19,1
0,1,US,1,1,1,5.48,1,0,1,1,0,6.88E+18,1
7,1,AU,1,1,1,413.525456,1,0,1,0,0,3.87E+18,1
3,1,JP,1,1,1,5.458535,0,1,1,0,0,1.07E+19,1
8,1,CA,1,1,1,28.573694,1,0,1,0,0,1.04E+19,1
1,1,RU,1,1,1,5.030435,0,1,1,0,0,2.20E+18,1
3,1,FR,1,1,1,24.671129,1,1,1,1,0,1.30E+19,1
8,1,,1,1,1,314.331443,1,0,1,0,0,1.63E+19,1
0,1,US,1,0,1,6.99,1,0,1,0,0,1.88E+18,1
0,1,US,1,1,1,1.48,0,0,1,1,0,1.28E+19,1
6,1,ID,1,1,1,28.20314,0,1,1,0,0,4.57E+18,1
0,1,US,1,0,1,31.97,1,0,1,0,0,1.81E+19,1
7,1,ID,1,1,1,14.589925,0,1,1,0,0,5.42E+18,1
2,1,FR,1,1,1,14.863091,1,1,1,0,0,1.70E+19,1
6,1,CA,1,1,1,537.152775,1,0,1,0,0,6.99E+18,1
6,1,TW,1,1,1,6.640107,1,1,1,0,0,3.63E+18,1
0,0,KR,1,0,0,43.145198,1,1,1,0,0,2.13E+18,1
8,1,VN,1,1,1,2.907298,0,1,1,0,0,2.26E+18,1
6,1,PH,1,1,1,11.389925,0,1,1,0,0,1.31E+19,1
0,0,US,1,0,1,6.98,0,1,1,0,0,4.74E+18,1
0,1,US,1,1,1,5.87,1,0,1,0,0,2.85E+18,1
4,1,TR,1,1,1,69.983567,0,1,1,0,0,5.40E+18,1
5,1,JP,1,1,1,53.318031,1,1,1,0,0,6.43E+18,1
7,1,RU,1,1,1,4.932825,1,1,1,0,0,1.55E+19,1
1,1,DE,1,1,1,2.793854,0,0,1,0,1,1.25E+19,1
3,1,TW,1,1,1,28.120995,0,1,1,1,0,1.08E+19,1
1,1,TH,1,1,1,11.388358,1,0,1,0,0,7.97E+18,1
5,1,JP,1,1,1,43.397775,0,1,1,0,0,1.16E+19,1
0,1,US,1,1,1,2.44,0,0,1,0,1,8.64E+18,1
3,1,FR,1,1,1,9.817288,1,1,1,0,1,1.75E+19,1
6,1,BR,1,1,1,21.432129,1,0,1,1,0,1.11E+18,1
0,1,US,1,1,1,4.99,1,0,1,0,0,1.57E+19,1
0,1,US,1,1,1,9.99,0,1,1,1,0,9.06E+18,1
1,1,BR,1,1,1,10.58433,1,0,1,1,0,1.78E+19,1
0,1,US,1,1,1,32.96,1,0,1,1,0,4.81E+18,1
7,1,CH,1,1,1,3.098335,1,0,1,1,0,4.76E+18,1
0,1,US,1,1,1,0.99,0,0,1,0,1,4.07E+18,1
5,1,KR,1,1,1,2.925767,0,1,1,0,0,3.95E+18,1
0,1,US,1,1,1,9.34,0,0,1,1,0,1.12E+19,1
0,1,US,1,1,1,3.98,0,1,1,0,0,9.93E+18,1
8,1,AU,1,1,1,24.084821,0,1,1,0,0,1.00E+19,1
0,1,IN,1,1,1,1.438953,1,0,1,0,0,3.69E+18,1
5,1,JP,1,1,1,40.06438,1,1,1,0,0,1.06E+19,1
7,1,ZA,1,1,1,224.205938,1,0,1,0,0,6.68E+18,1
2,1,VN,1,1,1,168.942989,1,1,1,0,0,4.17E+18,1
5,1,TR,1,1,1,3.505528,1,0,1,0,0,1.58E+19,1
2,1,,1,1,1,6.99,1,0,1,0,0,1.49E+19,1
0,0,US,1,0,1,19.99,0,1,1,1,0,3.80E+18,1
8,1,DE,1,1,1,125.695091,0,0,1,1,1,1.02E+19,1
2,1,KR,1,1,1,44.274623,1,0,1,1,0,8.26E+18,1
6,1,JP,1,1,1,72.238504,0,1,1,1,0,1.69E+19,1
1,1,IT,1,1,1,11.248395,0,1,1,0,0,6.22E+18,1
0,1,US,1,1,1,0.99,1,0,1,1,0,2.95E+18,1
6,1,DE,1,1,1,75.019885,0,1,1,1,0,1.53E+19,1
0,0,BE,1,0,1,1.115099,1,0,1,0,0,1.61E+19,1
2,1,GB,1,1,1,8.141372,0,1,1,0,0,8.95E+18,1
0,1,US,1,1,1,21.97,1,0,1,1,0,5.63E+18,1
1,1,RU,1,1,1,3.236019,1,1,1,0,0,9.71E+18,1
2,1,JP,1,1,1,6.469119,0,1,1,0,0,8.77E+18,1
0,0,US,1,0,1,1.99,1,0,1,0,0,1.35E+19,1
8,1,JP,1,1,1,118.017621,1,0,1,0,0,5.89E+18,1
2,1,JP,1,1,1,28.248405,0,1,1,0,0,1.62E+19,1
0,1,ID,1,0,1,7.32569,0,1,1,0,0,1.05E+19,1
0,0,HK,1,0,0,1.026748,1,0,1,0,0,8.14E+18,1
6,1,AU,1,1,1,2.208926,1,0,1,0,0,4.62E+18,1
1,1,AR,1,1,1,1.11,1,0,1,0,0,1.55E+19,1
3,1,IT,1,1,1,30.227917,1,1,1,0,0,9.22E+18,1
1,1,KR,1,1,1,416.328447,0,1,1,0,0,1.76E+19,1
1,1,DE,1,1,1,2.008433,0,0,1,1,0,1.78E+19,1
5,1,KR,1,1,1,159.206168,1,0,1,0,0,1.45E+19,1
4,1,JP,1,1,1,17.328403,0,1,1,1,0,9.83E+16,1
0,1,SK,1,0,1,3.681906,0,1,1,0,0,1.48E+19,1
1,1,BR,1,1,1,6.222402,1,0,1,0,0,5.18E+18,1
1,1,RU,1,1,1,4.871739,0,1,1,0,0,2.22E+18,1
8,1,JP,1,1,1,60.887438,1,1,1,0,0,1.81E+19,1
3,1,RU,1,1,1,12.477189,1,0,1,0,0,5.78E+18,1
0,1,CL,1,1,1,2.99,1,0,1,1,0,8.06E+18,1
3,1,AR,1,1,1,10.03,1,0,1,0,0,1.01E+19,1
8,1,TH,1,1,1,8.22432,1,1,1,0,0,1.37E+19,1
0,1,US,1,0,1,7.98,1,0,1,0,1,6.66E+18,1
0,0,US,1,0,0,2.82,1,0,1,0,0,9.07E+18,1
1,1,JP,1,1,1,3.234559,0,1,1,0,0,7.23E+18,1
1,1,KR,1,1,1,53.414015,0,1,1,1,0,1.69E+19,1
0,1,US,1,1,1,0.99,1,0,1,0,0,1.06E+19,1
0,1,US,1,1,1,1.29,1,0,1,0,0,7.54E+18,1
3,1,ES,1,1,1,12.323977,1,1,1,0,0,1.61E+19,1
0,1,US,1,1,1,2.99,1,0,1,1,0,7.73E+17,1
2,1,RU,1,1,1,21.150916,1,0,1,0,0,2.93E+18,1
6,1,NL,1,1,1,13.485791,0,1,1,0,0,1.09E+19,1
5,1,JP,1,1,1,48.738855,0,1,1,0,0,6.49E+17,1
7,1,RU,1,1,1,25.987256,1,1,1,0,0,1.56E+18,1
5,1,ES,1,1,1,1.223012,1,0,1,0,1,1.82E+19,1
1,1,IT,1,1,1,3.669036,0,1,1,0,0,8.20E+18,1
0,1,BR,1,0,1,1.005922,1,0,1,0,0,9.09E+18,1
4,1,TW,1,1,1,26.50878,1,1,1,0,0,6.17E+17,1
0,1,US,1,1,1,1.98,1,0,1,1,0,1.54E+19,1
0,1,US,1,0,1,35.24,0,1,1,1,0,1.13E+19,1
2,1,JP,1,1,1,30.219792,0,1,1,0,0,4.98E+18,1
0,0,ID,1,0,1,0.903772,0,1,1,0,0,1.31E+19,1
0,1,DE,1,0,1,1.110696,1,0,1,1,0,5.09E+17,1
2,1,JP,1,1,1,1.078186,0,1,1,0,0,7.41E+18,1
6,1,DE,1,1,1,3.885951,0,1,1,1,0,9.83E+18,1
0,1,US,1,0,1,4.99,1,0,1,0,0,1.55E+19,1
2,1,FR,1,1,1,11.97,0,0,1,0,1,1.20E+19,1
6,1,JP,1,1,1,323.860003,0,1,1,0,0,1.42E+19,1
8,1,KR,1,1,1,11.89,1,1,1,0,0,4.79E+18,1
7,1,AU,1,1,1,81.155197,1,0,1,0,1,4.37E+18,1
3,1,JP,1,1,1,27.749685,1,1,1,0,0,4.87E+18,1
6,1,DE,1,1,1,12.381366,0,1,1,0,1,5.03E+18,1
8,1,JP,1,1,1,57.051946,1,1,1,1,0,7.22E+18,1
0,1,ID,1,0,1,12.406572,1,1,1,0,0,1.55E+19,1
3,1,AR,1,1,1,1.11,1,0,1,0,0,1.78E+19,1
1,1,ES,1,1,1,12.331107,1,0,1,0,0,1.75E+19,1
3,1,JP,1,1,1,87.139329,1,0,1,1,0,1.46E+19,1
8,1,KR,1,1,1,16.658433,0,1,1,0,0,4.34E+18,1
0,0,US,1,0,1,9.98,0,0,1,1,0,1.14E+18,1
0,0,DE,1,0,1,12.427453,0,1,1,1,0,1.62E+19,1
4,1,SA,1,1,1,67.037538,0,1,1,0,0,8.78E+18,1
